energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id
0.54,116.947,0.759,pop,-6.039,0.0945,0.75,"Shawn Mendes, Camila Cabello",4,0.0287,75,Señorita,Soft Pop Hits,0TK2YIli7K1leLovkQiNik,Señorita,2019-06-21,0,2ZaX1FdZCwchXl1QZiD4O4,0,9,190960,0.037,0TK2YIli7K1leLovkQiNik,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.683,159.878,0.515,pop,-5.099,0.392,0.572,Katy Perry,4,0.0371,74,Teenage Dream: The Complete Confection,Soft Pop Hits,5JLv62qFIS1DR3zGEcApRt,Wide Awake,2012-03-12,2.64E-06,5BvgP623rtvlc0HDcpzquz,1,5,220947,0.0749,5JLv62qFIS1DR3zGEcApRt,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.444,150.96,0.703,pop,-9.331,0.0973,0.712,Jason Mraz,4,0.0417,74,We Sing. We Dance. We Steal Things.,Soft Pop Hits,1EzrEOXmMH3G43AXT1y7pA,I'm Yours,2008-05-12,0,04G0YylSjvDQZrjOfE5jA5,1,11,242947,0.559,1EzrEOXmMH3G43AXT1y7pA,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.719,112.027,0.558,pop,-5.113,0.115,0.371,The Calling,4,0.0267,74,Camino Palmero,Soft Pop Hits,5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,2001-01-01,0,2Ir1mtE8K61cCNY5WQyKGV,1,2,208600,0.0367,5QpaGzWp0hwB5faV8dkbAz,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.495,129.062,0.864,pop,-7.036,0.0992,0.72,"Gotye, Kimbra",4,0.037,74,Making Mirrors,Soft Pop Hits,4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,2011-01-01,0.000133,1HjSyGjmLNjRAKgT9t1cna,1,0,244973,0.591,4wCmqSrbyCgxEXROQE6vtV,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.706,92.513,0.482,pop,-5.762,0.105,0.144,Alicia Keys,4,0.0607,74,Girl on Fire (Remixes) - EP,Soft Pop Hits,4esOae7i4rqTbAu9o5Pxco,Girl on Fire,2012-11-18,0.00106,3zZSz5VOYSu0jE4MkPCOvN,1,9,224920,0.135,4esOae7i4rqTbAu9o5Pxco,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.495,103.375,0.694,pop,-14.222,0.0644,0.799,Amy Winehouse,4,0.0329,74,Back To Black (Deluxe Edition),Soft Pop Hits,0DMRKqrpd0QO4RWiEdMib0,You Know I'm No Good,2006-01-01,0.00351,0E4xv5gPjykrwBgBZzI8XG,1,9,257187,0.0137,0DMRKqrpd0QO4RWiEdMib0,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.586,126.684,0.553,pop,-6.319,0.0813,0.443,Dean Lewis,4,0.0362,74,Be Alright,Soft Pop Hits,3EPXxR3ImUwfayaurPi3cm,Be Alright,2018-06-29,0,0YZLXTaHLcgl5UdtKDiUXD,1,11,196373,0.697,3EPXxR3ImUwfayaurPi3cm,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.903,74.988,0.52,pop,-5.497,0.254,0.652,BANNERS,4,0.042,74,Where The Shadow Ends,Soft Pop Hits,2f0pn9DkEJwAzXApnFh5cr,Someone To You,2019-10-04,0,7jPoliCU7TRA13Wro32AOD,1,2,219801,0.00517,2f0pn9DkEJwAzXApnFh5cr,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.331,72.023,0.459,pop,-12.603,0.135,0.271,Duncan Laurence,3,0.0421,73,Arcade,Soft Pop Hits,1Xi84slp6FryDSCbzq4UCD,Arcade,2019-03-07,0.00104,7BISGeB7QwhqRIadxuLHfG,0,9,183624,0.817,1Xi84slp6FryDSCbzq4UCD,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.714,175.924,0.564,pop,-4.987,0.155,0.33,Rachel Platten,4,0.129,73,Wildfire,Soft Pop Hits,37f4ITSlgPX81ad2EvmVQr,Fight Song,2016-01-01,0,0mFDIOqypzHp6Xd0el1hoT,1,7,204013,0.0549,37f4ITSlgPX81ad2EvmVQr,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.798,120.012,0.719,pop,-4.582,0.134,0.591,Katy Perry,4,0.0361,73,Teenage Dream,Soft Pop Hits,5jzKL4BDMClWqRguW5qZvh,Teenage Dream,2010-01-01,2.34E-06,2eQMC9nJE3f3hCNKlYYHL1,1,10,227741,0.0162,5jzKL4BDMClWqRguW5qZvh,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.588,113.608,0.491,pop,-6.177,0.0906,0.193,P!nk,4,0.0506,72,Beautiful Trauma,Soft Pop Hits,0Qh38w01QRXK6KHIv0e3hb,What About Us,2017-10-13,2.01E-06,7hwhuEQT4Fp5bzwLlYZtiz,1,1,269600,0.0281,0Qh38w01QRXK6KHIv0e3hb,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.71,89.929,0.5,pop,-3.015,0.329,0.419,Imagine Dragons,4,0.0339,72,Night Visions,Soft Pop Hits,3LlAyCYU26dvFZBDUIMb7a,Demons,2012-09-04,0.00025,6htgf3qv7vGcsdxLCDxKp8,1,3,175200,0.19,3LlAyCYU26dvFZBDUIMb7a,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.445,50.827,0.286,pop,-8.087,0.114,0.278,Forest Blakk,4,0.0347,72,If You Love Her,Soft Pop Hits,727Z2S2mtNH46CbP9EWPwY,If You Love Her,2020-09-30,0,5hgwPA78vCrhEDaTazNMyR,1,6,217352,0.355,727Z2S2mtNH46CbP9EWPwY,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.415,114.145,0.728,pop,-6.852,0.0616,0.455,Julia Michaels,4,0.0639,72,Nervous System,Soft Pop Hits,7vu0JkJh0ldukEYbTVcqd0,Issues,2017-07-28,0,1qyjZGIeeLJlXbYWuoloWj,1,8,176320,0.401,7vu0JkJh0ldukEYbTVcqd0,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.632,147.873,0.494,pop,-6.89,0.0869,0.0797,Lauren Daigle,4,0.0342,72,Look Up Child,Soft Pop Hits,6Up545NUflOiXo8cEraH49,You Say,2018-09-07,0,6pmoTLfsPpn0wisT3YFJSN,1,5,274693,0.682,6Up545NUflOiXo8cEraH49,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.473,75.801,0.464,pop,-10.086,0.109,0.604,"JP Saxe, Julia Michaels",4,0.129,72,If the World Was Ending (feat. Julia Michaels),Soft Pop Hits,2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),2019-10-17,0,7BrlhEO8dHiNmU8A1Ep9RZ,1,1,208687,0.866,2kJwzbxV2ppxnQoYw4GLBZ,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.72,79.983,0.508,pop,-5.908,0.0563,0.472,Beyoncé,4,0.0628,71,I AM...SASHA FIERCE,Soft Pop Hits,4JehYebiI9JE8sR8MisGVb,Halo,2008-11-17,0,39P7VD7qlg3Z0ltq60eHp7,0,11,261640,0.272,4JehYebiI9JE8sR8MisGVb,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.638,184.086,0.378,pop,-5.576,0.0849,0.735,"fun., Janelle Monáe",4,0.075,71,Some Nights,Soft Pop Hits,7a86XRg84qjasly9f6bPSD,We Are Young (feat. Janelle Monáe),2012-02-21,7.66E-05,7iycyHwOW2plljYIK6I1Zo,1,10,250627,0.02,7a86XRg84qjasly9f6bPSD,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.549,90.04,0.644,pop,-5.415,0.134,0.167,Alicia Keys,4,0.0285,71,As I Am (Expanded Edition),Soft Pop Hits,6IwKcFdiRQZOWeYNhUiWIv,No One,2007-11-09,8.85E-06,6KlxyxhXEDo1LdheFulN7h,0,1,253813,0.0209,6IwKcFdiRQZOWeYNhUiWIv,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.725,123.28,0.49,pop,-3.304,0.0983,0.335,Amy Winehouse,4,0.0392,70,Back To Black,Soft Pop Hits,30FURVTCpbKyykjSEQzGkH,Back To Black,2006-10-27,2.68E-05,097eYvf9NKjFnv4xA9s2oV,1,10,240440,0.123,30FURVTCpbKyykjSEQzGkH,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.63,89.991,0.654,pop,-4.644,0.111,0.43,"Dan + Shay, Justin Bieber",4,0.0259,70,"10,000 Hours (with Justin Bieber)",Soft Pop Hits,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",2019-10-04,0,4ow6xJwn49gpWz7iHpOzWY,1,10,167693,0.153,2wrJq5XKLnmhRXHIAf9xBa,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.316,118.582,0.398,pop,-7.031,0.295,0.174,Andra Day,4,0.0368,70,Cheers to the Fall,Soft Pop Hits,0tV8pOpiNsKqUys0ilUcXz,Rise Up,2015-08-28,0,6Blubl1glavmervPJa3QVs,1,1,253342,0.805,0tV8pOpiNsKqUys0ilUcXz,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.922,130.007,0.666,pop,-4.645,0.0867,0.758,Katy Perry,4,0.0352,70,Teenage Dream: The Complete Confection,Soft Pop Hits,6yARPLK0PV4heEyh7pVMGz,Part Of Me,2012-01-01,0,4zLOhyT4XIzyyl7KoSHWcE,1,5,216160,0.000348,6yARPLK0PV4heEyh7pVMGz,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.348,74.541,0.349,pop,-6.142,0.12,0.0886,Christina Perri,4,0.0316,69,lovestrong.,Soft Pop Hits,0HZhYMZOcUzZKSFwPOti6m,jar of hearts,2011-05-10,0,3XNK8vPk3O1rjhDZyOMJ6n,1,3,246587,0.726,0HZhYMZOcUzZKSFwPOti6m,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.787,117.089,0.399,pop,-2.88,0.0685,0.572,Sia,5,0.0499,69,1000 Forms Of Fear (Deluxe Version),Soft Pop Hits,2s1sdSqGcKxpPr5lCl7jAV,Chandelier,2015-05-04,6.07E-05,6FdNvoO5sF4EKwCX9je1MH,1,1,216120,0.0197,2s1sdSqGcKxpPr5lCl7jAV,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.465,113.81,0.6,pop,-4.951,0.149,0.0682,Zoe Wees,4,0.0314,69,Control,Soft Pop Hits,50Td3qilgs8BLtv8mHyT1t,Control,2020-03-13,1.48E-06,4w177LbRYa3z07NifGptFp,1,4,230880,0.643,50Td3qilgs8BLtv8mHyT1t,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.698,143.994,0.726,pop,-4.165,0.309,0.867,Bruno Mars,4,0.0431,89,Unorthodox Jukebox,Throwback Party,3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,2012-12-07,0,58ufpQsJ1DS5kq4hhzQDiI,1,5,233478,0.049,3w3y8KPTfNeOKPiqUTakBh,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.587,186.003,0.679,pop,-7.015,0.137,0.486,"The Weeknd, Daft Punk",4,0.276,87,Starboy,Throwback Party,7MXVkk9YMctZqd1Srtv4MB,Starboy,2016-11-25,6.35E-06,2ODvWsOgouMbaA5xf0RkJe,1,7,230453,0.141,7MXVkk9YMctZqd1Srtv4MB,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.669,112.238,0.908,pop,-2.827,0.237,0.662,Eminem,4,0.0738,86,The Eminem Show,Throwback Party,7lQ8MOhq6IN2w8EYcFNSUk,Without Me,2002-05-26,0,2cWBwpqMsDJC1ZUwz813lo,1,7,290320,0.00286,7lQ8MOhq6IN2w8EYcFNSUk,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.652,95.977,0.825,pop,-3.183,0.0931,0.931,Ed Sheeran,4,0.0802,86,÷ (Deluxe),Throwback Party,7qiZfU4dY1lWllzX7mPBI3,Shape of You,2017-03-03,0,3T4tUhGYeRNVUGevb0wThu,0,1,233713,0.581,7qiZfU4dY1lWllzX7mPBI3,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.939,129.024,0.671,pop,-3.206,0.298,0.53,"Pitbull, AFROJACK, Ne-Yo, Nayer",4,0.161,84,Planet Pit (Deluxe Version),Throwback Party,4QNpBfC0zvjKqPJcyqBy9W,Give Me Everything (feat. Nayer),2011-06-17,0,4rG0MhkU6UojACJxkMHIXB,1,8,252307,0.191,4QNpBfC0zvjKqPJcyqBy9W,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.902,84.412,0.573,pop,-7.638,0.0928,0.876,a-ha,4,0.054,84,Hunting High and Low,Throwback Party,2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,1985-06-01,0.00125,1ER3B6zev5JEAaqhnyyfbf,0,6,225280,0.018,2WfaOiMkCvy7F5fcp2zZ8L,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.824,100.024,0.778,pop,-5.892,0.405,0.758,"Shakira, Wyclef Jean",4,0.0707,84,"Oral Fixation, Vol. 2 (Expanded Edition)",Throwback Party,3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),2005-11-28,0,5ppnlEoj4HdRRdRihnY3jU,0,10,218093,0.284,3ZFTkvIE7kyPt6Nu3PEa7V,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.791,105.018,0.894,pop,-4.699,0.0388,0.583,"USHER, Lil Jon, Ludacris",4,0.112,84,Confessions (Expanded Edition),Throwback Party,5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),2004-03-23,0,1RM6MGv6bcl6NrAG8PGoZk,1,2,250373,0.0183,5rb9QrpfcKFHM1EUbSIurX,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.866,128.038,0.578,pop,-3.804,0.257,0.619,WALK THE MOON,4,0.0619,83,TALKING IS HARD,Throwback Party,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,2014-12-02,0,3mNoFlD1wsoXfkljfFzExT,1,1,199080,0.00701,4kbj5MwxO1bq9wjT5g9HaA,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.887,122.509,0.532,pop,-3.757,0.294,0.794,Bon Jovi,4,0.0335,83,Slippery When Wet,Throwback Party,37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,1986-08-16,0.000206,0kBfgEilUFCMIQY5IOjG4t,1,0,249293,0.0778,37ZJ0p5Jm13JPevGcx4SkF,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.783,124.08,0.532,pop,-5.697,0.161,0.643,Avicii,4,0.0523,83,TRUE,Throwback Party,0nrRP2bk19rLc0orkWPQk2,Wake Me Up,2013-01-01,0.0012,2H6i2CrWgXE1HookLu8Au0,1,2,247427,0.0038,0nrRP2bk19rLc0orkWPQk2,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.838,143.04,0.774,pop,-3.914,0.242,0.924,Britney Spears,4,0.114,83,In The Zone,Throwback Party,6I9VzXrHxO9rA9A5euc8Ak,Toxic,2003-11-13,0.025,0z7pVBGOD7HCIB7S8eLkLI,0,5,198800,0.0249,6I9VzXrHxO9rA9A5euc8Ak,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.711,125.135,0.692,pop,-7.498,0.12,0.875,"Eurythmics, Annie Lennox, Dave Stewart",4,0.0317,83,Sweet Dreams (Are Made Of This),Throwback Party,1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - 2005 Remaster,1983-01-04,0,5jNDWA19BJbE24x1UUJGRY,0,0,216933,0.225,1TfqLAPs4K3s2rJMoCokcS,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.837,120.028,0.755,pop,-2.718,0.289,0.714,Kesha,4,0.142,83,Animal (Expanded Edition),Throwback Party,0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,2010-01-01,0,6fpLLJsDSSAlToEDW2jv4F,0,2,199693,0.0991,0HPD5WQqrq7wPWR7P7Dw1i,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.76,99.947,0.655,pop,-3.669,0.299,0.409,Justin Bieber,4,0.045,83,Purpose (Deluxe),Throwback Party,09CtPGIpYB4BrO8qb1RGsF,Sorry,2015-11-13,0,6Fr2rQkZ383FcMqFyT7yPr,0,0,200787,0.0797,09CtPGIpYB4BrO8qb1RGsF,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.87,100.804,0.543,pop,-6.514,0.792,0.754,ABBA,4,0.0428,82,Arrival,Throwback Party,0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,1976-01-01,0.000939,1V6a99EbTTIegOhWoPxYI9,1,9,230400,0.358,0GjEhVFGZW8afUYGChu3Rr,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.823,128.035,0.646,pop,-4.123,0.322,0.418,"Calvin Harris, Ellie Goulding",4,0.0394,82,Motion,Throwback Party,7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),2014-10-31,0,48zisMeiXniWLzOQghbPqS,0,2,227267,0.213,7MmG8p0F9N3C4AXdK6o6Eb,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.807,114.742,0.729,pop,-6.492,0.319,0.765,"Timbaland, Keri Hilson, D.O.E.",4,0.0936,82,Shock Value,Throwback Party,2bLqfJjuC5syrsgDsZfGmn,The Way I Are,2007-01-01,0.75,4BxB8U8QgpR4UCvJ0moj8Z,1,6,179120,0.181,2bLqfJjuC5syrsgDsZfGmn,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.963,129.992,0.581,pop,-4.087,0.139,0.788,"Pitbull, Kesha",4,0.0981,82,Global Warming: Meltdown (Deluxe Version),Throwback Party,3cHyrEgdyYRjgJKSOiOtcS,Timber,2012-01-01,0,2F7tejLHzTqFq2XLol9ZGy,1,11,204160,0.0295,3cHyrEgdyYRjgJKSOiOtcS,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.835,125.983,0.527,pop,-5.298,0.249,0.654,Avicii,4,0.0433,82,The Days / Nights,Throwback Party,0ct6r3EGTcMLPtrXHDvVjc,The Nights,2014-01-01,0,0h2knr6qpiAq0tV5ri5JMF,1,6,176658,0.0166,0ct6r3EGTcMLPtrXHDvVjc,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.861,119.963,0.663,pop,-3.398,0.082,0.654,"USHER, Pitbull",4,0.109,81,Raymond v Raymond (Expanded Edition),Throwback Party,4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),2010-03-30,0,6A1F3Fkq5dYeYYNkXflcTX,0,7,220800,0.0338,4356Typ82hUiFAynbLYbPn,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.699,92.96,0.759,pop,-5.745,0.443,0.907,Britney Spears,4,0.0307,81,...Baby One More Time (Digital Deluxe Version),Throwback Party,3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,1999-01-12,0.000131,3WNxdumkSMGMJRhEgK80qx,0,0,211067,0.202,3MjUtNVVq3C8Fn0MP3zhXa,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.806,94.948,0.843,pop,-5.946,0.0771,0.613,Outkast,4,0.269,81,Stankonia,Throwback Party,0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,2000-10-31,0,2tm3Ht61kqqRZtIYsBjxEj,0,4,270507,0.143,0I3q5fE6wg7LIfHGngUTnV,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.806,119.001,0.851,pop,-4.618,0.121,0.774,Lady Gaga,4,0.0787,81,The Fame,Throwback Party,1QV6tiMFM6fSOKOGLMHYYg,Poker Face,2008-01-01,1.72E-06,1qwlxZTNLe1jq3b0iidlue,1,4,237200,0.119,1QV6tiMFM6fSOKOGLMHYYg,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.802,124.022,0.721,pop,-5.797,0.694,0.724,"Pitbull, Ne-Yo",4,0.0583,82,Globalization,Throwback Party,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,2014-11-21,0,4EUf4YyNjuXypWY6W5wEDm,1,1,229360,0.0921,2bJvI42r8EF3wxjOuDav4r,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.856,127.949,0.596,pop,-3.556,0.141,0.743,Calvin Harris,4,0.0346,81,Motion,Throwback Party,6YUTL4dYpB9xZO5qExPf05,Summer,2014-10-31,0.0178,48zisMeiXniWLzOQghbPqS,0,4,222533,0.0211,6YUTL4dYpB9xZO5qExPf05,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.824,118.818,0.709,pop,-8.824,0.0888,0.867,Whitney Houston,4,0.0453,81,Whitney,Throwback Party,2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),1987-06-02,0.000307,5Vdzprr5cOqXQo44eHeV7t,1,1,291293,0.207,2tUBqZG2AbRi7Q0BIrVrEj,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.869,159.805,0.533,pop,-5.093,0.136,0.425,"The Chainsmokers, Daya",4,0.173,80,Don't Let Me Down,Throwback Party,1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,2016-02-05,0.00538,2SByipSK8eZ2pasaIwwzhf,1,11,208373,0.156,1i1fxkWeaMmKEB4T7zqbzK,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.844,113.324,0.788,pop,-3.131,0.0723,0.382,Britney Spears,4,0.0334,80,Blackout,Throwback Party,6ic8OlLUNEATToEFU3xmaH,Gimme More,2007-10-25,0.000678,1ePkYcH5ZQCb1b4tQeiEDj,1,2,251240,0.25,6ic8OlLUNEATToEFU3xmaH,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.803,106.97,0.818,pop,-4.282,0.153,0.632,Bruno Mars,4,0.0797,80,24K Magic,Throwback Party,6b8Be6ljOzmkOmFslEb23P,24K Magic,2016-11-17,0,4PgleR09JVnm3zY1fW3XBA,1,1,225983,0.034,6b8Be6ljOzmkOmFslEb23P,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.799,120.372,0.71,pop,-4.897,0.349,0.725,Cyndi Lauper,4,0.0328,80,She's So Unusual,Throwback Party,4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,1983-10-14,0.000602,1FvdZ1oizXwF9bxogujoF0,1,6,238267,0.22,4y1LsJpmMti1PfRQV9AWWe,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.834,139.13,0.509,pop,-6.205,0.0732,0.774,Bryan Adams,4,0.0386,80,Reckless (30th Anniversary / Deluxe Edition),Throwback Party,0GONea6G2XdnHWjNZd6zt3,Summer Of '69,1984-11-05,0,2o2G49EPi4lua5zgxUKhLL,1,2,216053,0.0183,0GONea6G2XdnHWjNZd6zt3,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.795,89.99,0.646,pop,-3.293,0.267,0.796,"Gym Class Heroes, Adam Levine",4,0.0976,80,The Papercut Chronicles II,Throwback Party,0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),2011-11-11,0,2mumCpGmuE9iDeOvMx6XrB,1,9,210960,0.0319,0qOnSQQF0yzuPWsXrQ9paz,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.58,120.021,0.782,pop,-6.548,0.108,0.66,Carly Rae Jepsen,4,0.0407,80,Kiss,Throwback Party,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,2012-01-01,2.28E-06,6SSSF9Y6MiPdQoxqBptrR2,1,7,193400,0.0114,20I6sIOMTCkB6w7ryavxtO,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.882,102.04,0.742,pop,-2.862,0.206,0.463,"Sean Paul, Dua Lipa",4,0.117,80,Mad Love The Prequel,Throwback Party,48QmG1dfvMuYLxMPt7KSRA,No Lie,2018-06-29,0,5xrOcCoO3jkXRjHQjfESM6,1,7,221176,0.0466,48QmG1dfvMuYLxMPt7KSRA,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.787,126.062,0.604,pop,-3.674,0.127,0.301,"David Guetta, Sia",4,0.103,80,Nothing but the Beat (Ultimate Edition),Throwback Party,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),2012-12-07,0.15,4bTjdxhRRUiWfwj200f9Kl,0,0,245040,0.0679,0TDLuuLlV54CkRRUOahJb4,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.583,117,0.967,pop,-5.562,0.0519,0.964,"Justin Timberlake, Timbaland",4,0.0789,80,FutureSex/LoveSounds,Throwback Party,0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),2006-09-12,0,2scB1uhcCI1TSf6b9TCZK3,0,7,242733,0.0584,0O45fw2L5vsWpdsOdXwNAR,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.766,127.966,0.744,pop,-6.375,0.509,0.61,Black Eyed Peas,4,0.0265,80,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],Throwback Party,4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,2009-01-01,0,1dgbFU08pXJXZhGPlybdMX,1,0,289133,0.0873,4kLLWz7srcuLKA7Et40PQR,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.567,125.02,0.845,pop,-8.118,0.0811,0.793,Justin Bieber,4,0.0956,79,Purpose (Deluxe),Throwback Party,4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,2015-11-13,0.00142,6Fr2rQkZ383FcMqFyT7yPr,0,5,205680,0.59,4B0JvthVoAAuygILe3n4Bs,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.669,122.669,0.834,pop,-5.582,0.0535,0.547,Rihanna,4,0.0637,79,Good Girl Gone Bad: Reloaded,Throwback Party,0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,2008-06-02,7.18E-05,3JSWZWeTHF4HDGt5Eozdy7,0,6,267080,0.0341,0ByMNEPAPpOR5H69DVrTNy,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.864,110.009,0.768,pop,-6.149,0.162,0.891,Spice Girls,4,0.0324,79,Spice,Throwback Party,1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,1996-01-01,0,3x2jF7blR6bFHtk4MccsyJ,1,11,173027,0.101,1Je1IMUlBXcx1Fz0WE7oPT,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.761,128.046,0.722,pop,-4.46,0.315,0.624,"Maroon 5, Christina Aguilera",4,0.0475,79,Hands All Over (Revised International Standard version),Throwback Party,7pYfyrMNPn3wtoCyqcTVoI,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",2010-01-01,0,1snrPQMoTrBsKl73wzSxbn,0,11,201493,0.0119,7pYfyrMNPn3wtoCyqcTVoI,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.834,95.053,0.751,pop,-5.444,0.355,0.894,Britney Spears,4,0.0437,79,Oops!... I Did It Again,Throwback Party,6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,2000-05-16,1.77E-05,5PmgtkodFl2Om3hMXONDll,0,1,211160,0.3,6naxalmIoLFWR0siv8dnQQ,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
